,intent,prompt,completion
4468,ProgrammingLanguages,Charlie wants to know what programming languages he can use.,Charlie knows how to use three programming languages.
4469,ProgrammingLanguages,What programming languages can he use?,Charlie knows how to use the programming languages.
4470,ProgrammingLanguages,What programming languages do Charlie use?,Charlie knows how to use a programming language.
4471,ProgrammingLanguages,How can Charlie use programming languages?,Charlie knows how to program.
4472,ProgrammingLanguages,Charlie wants to know what programming languages can be used well.,Charlie knows how to use some of the programming languages.
4473,ProgrammingLanguages,Charlie wants to know what programming languages he can use well.,"Charlie is familiar with the programming languages Python, C# and C++."
4474,ProgrammingLanguages,What programming languages are Charlie good at?,Charlie is familiar with the programming languages C# and Python.
4475,ProgrammingLanguages,Charlie wants to know what programming languages can he use.,Charlie knows how to use programming languages
4476,ProgrammingLanguages,Charlie wants to know what programming languages can be used.,"Charlie knows how to program in Python, C# and C++."
4477,ProgrammingLanguages,What programming languages can Charlie use?,"Charlie can use Python, C#, and C++."
4478,ProgrammingLanguages,What programming languages can Charlie use?,Charlie can use programming languages.
4479,ProgrammingLanguages,What programming languages can he use?,Charlie can use a variety of programming languages.
4480,ProgrammingLanguages,How can Charlie use programming languages?,Charlie can use a number of programming languages.
4481,ProgrammingLanguages,Charlie can use programming languages.,Charlie can use a number of programs.
4482,ProgrammingLanguages,What languages can Charlie use?,Charlie can use a variety of programs.
4483,ProgrammingLanguages,Which programming languages can Charlie use?,Charlie can use a lot of different programs.
4484,ProgrammingLanguages,What programming languages are Charlie able to use?,Charlie can use a variety of languages.
4485,ProgrammingLanguages,What programming languages do Charlie use?,"Charlie is able to use Python, C#, and C++."
4486,ProgrammingLanguages,What are the programming languages that Charlie can use?,Charlie is able to use C# and Python.
4487,ProgrammingLanguages,What programming languages can Charlie do?,Charlie can use a lot of different languages.
4488,ProgrammingLanguages,What extent is Charlie proficient in different programming languages?,"Charlie is proficient in the programming languages Python, C# and C++."
4489,ProgrammingLanguages,How proficient is Charlie in different programming languages?,Charlie is proficient in a number of programming languages.
4490,ProgrammingLanguages,How proficient is Charlie in different languages?,Charlie is proficient in programming in a number of languages.
4491,ProgrammingLanguages,How much is Charlie proficient in different programming languages?,Charlie works in programming languages.
4492,ProgrammingLanguages,How proficient is Charlie in programming languages?,Charlie is proficient in three programming languages.
4493,ProgrammingLanguages,Charlie is proficient in different programming languages.,Charlie is proficient in a number of languages.
4494,ProgrammingLanguages,How much is Charlie proficient in different languages?,Charlie is proficient in the programming languages.
4495,ProgrammingLanguages,Charlie is proficient in different languages.,Charlie is proficient in programming in several languages.
4496,ProgrammingLanguages,What is the level of Charlie's programming skills?,Charlie works in the programming languages.
4497,ProgrammingLanguages,How much is Charlie proficient in programming languages?,Charlie is proficient in programming languages.
4498,ProgrammingLanguages,What extent is Charlie proficient in different languages?,Charlie is proficient in several languages.
4499,ProgrammingLanguages,What is the programming language that Charlie knows well?,The programming language that Charlie knows well is Python.
4500,ProgrammingLanguages,What programming language is Charlie familiar with?,Python is the programming language that Charlie knows well.
4501,ProgrammingLanguages,What is the programming language that Charlie knows?,Charlie knows the programming language Python.
4502,ProgrammingLanguages,What programming language does Charlie know?,Python is the programming language that Charlie knows.
4503,ProgrammingLanguages,What is the programming language that Charlie is familiar with?,Python is the programming language that Charlie is familiar with.
4504,ProgrammingLanguages,What is the programming language that Charlie uses?,Python is the programming language that Charlie knows best.
4505,ProgrammingLanguages,Charlie knows the programming language.,Python is the programming language Charlie knows well.
4506,ProgrammingLanguages,What programming language is Charlie proficient in?,Charlie knows how to program in the programming language Python.
4507,ProgrammingLanguages,What is the programming language Charlie knows?,Charlie is familiar with the programming language Python.
4508,ProgrammingLanguages,What is the programming language that Charlie knows how to use?,Python is a programming language that Charlie knows well.
4509,ProgrammingLanguages,What is the programming language that Charlie understands?,The programming language that Charlie knows is Python.
4510,ProgrammingLanguages,Which programming languages is Charlie familiar with?,"Charlie is familiar with the programming languages Python, C# and C++."
4511,ProgrammingLanguages,Which programming languages are Charlie familiar with?,Charlie is familiar with programming languages.
4512,ProgrammingLanguages,Which programming languages are he familiar with?,Charlie is familiar with the programming languages.
4513,ProgrammingLanguages,What programming languages is Charlie familiar with?,Charlie is familiar with several programming languages.
4514,ProgrammingLanguages,Which programming languages is Charlie familiar with?,Charlie is familiar with some of the programming languages.
4515,ProgrammingLanguages,Which programming languages do Charlie know?,"Charlie knows the programming languages Python, C# and C++."
4516,ProgrammingLanguages,Which programming languages is he familiar with?,Charlie knows the programming languages C# and Python.
4517,ProgrammingLanguages,What programming languages do Charlie know?,"The programming languages that Charlie is familiar with are Python, C# and C++."
4518,ProgrammingLanguages,Which languages are Charlie familiar with?,Charlie knows the programming languages Python and C#.
4519,ProgrammingLanguages,Which programming languages are Charlie proficient in?,"Charlie knows about the programming languages Python, C# and C++."
4520,ProgrammingLanguages,Which programming languages do Charlie like?,The programming languages that Charlie is familiar with are C# and Python.
4521,ProgrammingLanguages,Did Charlie learn any programming languages?,"Yes, Charlie learned the programming languages C# and C++ from his studies."
4522,ProgrammingLanguages,Did Charlie know any programming languages?,Charlie learned the programming languages from his studies.
4523,ProgrammingLanguages,Did Charlie learn any programming languages?,Charlie learned programming languages from his studies.
4524,ProgrammingLanguages,Did Charlie learn any languages?,Charlie learned the two programming languages from his studies.
4525,ProgrammingLanguages,Did Charlie ever learn a programming language?,"From his studies, Charlie learned the programming languages C# and C++."
4526,ProgrammingLanguages,What programming languages did Charlie learn?,The programming languages C# and C++ were learned by Charlie from his studies.
4527,ProgrammingLanguages,Did Charlie learn a programming language?,The programming languages C# and C++ were learned by Charlie.
4528,ProgrammingLanguages,Did Charlie ever learn any programming languages?,The programming languages C# and C++ were learned from Charlie's studies.
4529,ProgrammingLanguages,Did he learn any programming languages?,The programming languages C# and C++ were learned from his studies.
4530,ProgrammingLanguages,Did Charlie learn how to code?,Charlie learned to program from his studies.
4531,ProgrammingLanguages,Did Charlie learn any programming?,Charlie studied programming languages C# and C++.
4532,ProgrammingLanguages,What are the programming languages that Charlie knows how to use?,"Charlie knows how to use Python, C#, and C++."
4533,ProgrammingLanguages,Charlie knows how to use programming languages.,Charlie knows how to use programming languages.
4534,ProgrammingLanguages,What programming languages do Charlie know how to use?,Charlie knows how to code.
4535,ProgrammingLanguages,Charlie knows how to use some programming languages.,Charlie knows how to program.
4536,ProgrammingLanguages,What are the programming languages that Charlie knows how to use?,Charlie knows how to use computers.
4537,ProgrammingLanguages,What programming languages do Charlie know?,Charlie knows how to use computer programs.
4538,ProgrammingLanguages,What programming languages do Charlie use?,Charlie knows how to use various programming languages.
4539,ProgrammingLanguages,What are the languages that Charlie knows how to use?,Charlie knows how to use programs.
